PDB_ID,Entity,Score,Seq_id,E-value
13QC,1,1.0,1.0,2.523e-244
13QD,1,1.0,1.0,2.523e-244
13QE,1,1.0,1.0,2.523e-244
13QF,1,1.0,1.0,2.523e-244
13QG,1,1.0,1.0,2.523e-244
13QH,1,1.0,1.0,2.523e-244
13QI,1,1.0,1.0,2.523e-244
13QJ,1,1.0,1.0,2.523e-244
13QK,1,1.0,1.0,2.523e-244
13QL,1,1.0,1.0,2.523e-244
13QM,1,1.0,1.0,2.523e-244
13QN,1,1.0,1.0,2.523e-244
13QO,1,1.0,1.0,2.523e-244
13QP,1,1.0,1.0,2.523e-244
13QQ,1,1.0,1.0,2.523e-244
13QR,1,1.0,1.0,2.523e-244
13QS,1,1.0,1.0,2.523e-244
13QT,1,1.0,1.0,2.523e-244
13QU,1,1.0,1.0,2.523e-244
13QV,1,1.0,1.0,2.523e-244
13QW,1,1.0,1.0,2.523e-244
13QY,1,1.0,1.0,2.523e-244
13QZ,1,1.0,1.0,2.523e-244
13RA,1,1.0,1.0,2.523e-244
13RB,1,1.0,1.0,2.523e-244
13RC,1,1.0,1.0,2.523e-244
13RD,1,1.0,1.0,2.523e-244
13RE,1,1.0,1.0,2.523e-244
13RF,1,1.0,1.0,2.523e-244
13RG,1,1.0,1.0,2.523e-244
13RH,1,1.0,1.0,2.523e-244
6WRH,1,0.8917378917378918,1.0,4.758e-218
6XG3,1,0.8917378917378918,1.0,4.758e-218
6YVA,1,0.8917378917378918,1.0,4.758e-218
7CJM,1,0.8917378917378918,1.0,4.758e-218
7E35,1,0.8917378917378918,1.0,4.758e-218
7JIR,1,0.8917378917378918,1.0,4.758e-218
7JIT,1,0.8917378917378918,1.0,4.758e-218
7JIV,1,0.8917378917378918,1.0,4.758e-218
7KOJ,1,0.8917378917378918,1.0,4.758e-218
7KOK,1,0.8917378917378918,1.0,4.758e-218
7KRX,1,0.8917378917378918,1.0,4.758e-218
7M1Y,1,0.8917378917378918,1.0,4.758e-218
7RBR,1,0.8917378917378918,1.0,4.758e-218
7RBS,1,0.8917378917378918,1.0,4.758e-218
7SGU,1,0.8917378917378918,1.0,4.758e-218
7SGV,1,0.8917378917378918,1.0,4.758e-218
7SQE,1,0.8917378917378918,1.0,4.758e-218
7TZJ,1,0.8917378917378918,1.0,4.758e-218
8FWN,1,0.8917378917378918,1.0,4.758e-218
8X1X,1,0.8917378917378918,1.0,4.758e-218
8XTD,1,0.8917378917378918,1.0,4.758e-218
8YX2,1,0.8917378917378918,1.0,4.758e-218
8YX3,1,0.8917378917378918,1.0,4.758e-218
8YX4,1,0.8917378917378918,1.0,4.758e-218
8YX5,1,0.8917378917378918,1.0,4.758e-218
8ZSE,1,0.8917378917378918,1.0,4.758e-218
9BF7,1,0.8917378917378918,1.0,4.758e-218
9CSY,1,0.8917378917378918,1.0,4.758e-218
9CYB,1,0.8917378917378918,1.0,4.758e-218
9CYC,1,0.8917378917378918,1.0,4.758e-218
9CYD,1,0.8917378917378918,1.0,4.758e-218
9CYK,1,0.8917378917378918,1.0,4.758e-218
9HHH,1,0.8917378917378918,1.0,4.758e-218
7YBG,1,0.8888888888888888,1.0,2.299e-217
9M8Z,1,0.8888888888888888,1.0,2.299e-217
9M90,1,0.8888888888888888,1.0,2.299e-217
9M91,1,0.8888888888888888,1.0,2.299e-217
9M92,1,0.8888888888888888,1.0,2.299e-217
9M93,1,0.8888888888888888,1.0,2.299e-217
9M94,1,0.8888888888888888,1.0,2.299e-217
9M95,1,0.8888888888888888,1.0,2.299e-217
9M96,1,0.8888888888888888,1.0,2.299e-217
9M97,1,0.8888888888888888,1.0,2.299e-217
9M99,1,0.8888888888888888,1.0,2.299e-217
9M9A,1,0.8888888888888888,1.0,2.299e-217
9M9B,1,0.8888888888888888,1.0,2.299e-217
9M9C,1,0.8888888888888888,1.0,2.299e-217
9M9J,1,0.8888888888888888,1.0,2.299e-217
9M9K,1,0.8888888888888888,1.0,2.299e-217
9M9L,1,0.8888888888888888,1.0,2.299e-217
9MA9,1,0.8888888888888888,1.0,2.299e-217
9MAA,1,0.8888888888888888,1.0,2.299e-217
9MAB,1,0.8888888888888888,1.0,2.299e-217
9MAC,1,0.8888888888888888,1.0,2.299e-217
9MAF,1,0.8888888888888888,1.0,2.299e-217
9MAJ,1,0.8888888888888888,1.0,2.299e-217
9MAL,1,0.8888888888888888,1.0,2.299e-217
9MAM,1,0.8888888888888888,1.0,2.299e-217
7D7K,1,0.8846153846153846,1.0,3.918e-216
7D7L,1,0.8846153846153846,1.0,3.918e-216
9U7D,1,0.8846153846153846,1.0,3.918e-216
7THH,1,0.12962962962962962,1.0,1.609e-33
3TMM,1,0.037037037037037035,1.0,3.302e-12
7X5T,1,0.037037037037037035,1.0,3.302e-12
9HAV,1,0.037037037037037035,1.0,3.302e-12
9HAW,1,0.037037037037037035,1.0,3.302e-12
9HAX,1,0.037037037037037035,1.0,3.302e-12
9HAY,1,0.037037037037037035,1.0,3.302e-12
1P5J,1,0.03418803418803419,1.0,1.043e-11
2HVV,1,0.03418803418803419,1.0,1.043e-11
2HVW,1,0.03418803418803419,1.0,1.043e-11
3B3D,1,0.03418803418803419,1.0,1.043e-11
3DEZ,1,0.03418803418803419,1.0,1.043e-11
3FYS,1,0.03418803418803419,1.0,1.043e-11
3L7R,1,0.03418803418803419,1.0,1.043e-11
3L7X,1,0.03418803418803419,1.0,1.043e-11
3L9D,1,0.03418803418803419,1.0,1.043e-11
3LD2,1,0.03418803418803419,1.0,1.043e-11
3LEH,1,0.03418803418803419,1.0,1.043e-11
3QAE,1,0.03418803418803419,1.0,1.043e-11
3QAU,1,0.03418803418803419,1.0,1.043e-11
3QYA,1,0.03418803418803419,1.0,1.043e-11
3ROJ,1,0.03418803418803419,1.0,1.043e-11
3RPL,1,0.03418803418803419,1.0,1.043e-11
3RPL,2,0.03418803418803419,1.0,1.043e-11
3SQZ,1,0.03418803418803419,1.0,1.043e-11
3SR7,1,0.03418803418803419,1.0,1.043e-11
3T0C,1,0.03418803418803419,1.0,1.043e-11
3VSF,1,0.03418803418803419,1.0,1.043e-11
3VSZ,1,0.03418803418803419,1.0,1.043e-11
3VT0,1,0.03418803418803419,1.0,1.043e-11
3VT1,1,0.03418803418803419,1.0,1.043e-11
3VT2,1,0.03418803418803419,1.0,1.043e-11
3WG8,1,0.03418803418803419,1.0,1.043e-11
3ZEZ,1,0.03418803418803419,1.0,1.043e-11
3ZF0,1,0.03418803418803419,1.0,1.043e-11
3ZF1,1,0.03418803418803419,1.0,1.043e-11
3ZF2,1,0.03418803418803419,1.0,1.043e-11
3ZF3,1,0.03418803418803419,1.0,1.043e-11
3ZF4,1,0.03418803418803419,1.0,1.043e-11
3ZF5,1,0.03418803418803419,1.0,1.043e-11
3ZF6,1,0.03418803418803419,1.0,1.043e-11
4D62,1,0.03418803418803419,1.0,1.043e-11
4D63,1,0.03418803418803419,1.0,1.043e-11
4E1Q,1,0.03418803418803419,1.0,1.043e-11
4EGS,1,0.03418803418803419,1.0,1.043e-11
4ETI,1,0.03418803418803419,1.0,1.043e-11
4ETN,1,0.03418803418803419,1.0,1.043e-11
4H27,1,0.03418803418803419,1.0,1.043e-11
4HBK,1,0.03418803418803419,1.0,1.043e-11
4IG7,1,0.03418803418803419,1.0,1.043e-11
4IRN,1,0.03418803418803419,1.0,1.043e-11
4IW3,2,0.03418803418803419,1.0,1.043e-11
4J0Q,1,0.03418803418803419,1.0,1.043e-11
4JEK,1,0.03418803418803419,1.0,1.043e-11
4M46,1,0.03418803418803419,1.0,1.043e-11
4NNU,1,0.03418803418803419,1.0,1.043e-11
4NOD,1,0.03418803418803419,1.0,1.043e-11
4NXL,1,0.03418803418803419,1.0,1.043e-11
4O9X,1,0.03418803418803419,1.0,1.043e-11
4OFA,1,0.03418803418803419,1.0,1.043e-11
4OFE,1,0.03418803418803419,1.0,1.043e-11
4OFH,1,0.03418803418803419,1.0,1.043e-11
4OTK,1,0.03418803418803419,1.0,1.043e-11
4QPJ,1,0.03418803418803419,1.0,1.043e-11
4QPJ,2,0.03418803418803419,1.0,1.043e-11
4QPK,1,0.03418803418803419,1.0,1.043e-11
4WTP,1,0.03418803418803419,1.0,1.043e-11
4WTR,1,0.03418803418803419,1.0,1.043e-11
4WTS,1,0.03418803418803419,1.0,1.043e-11
4X9M,1,0.03418803418803419,1.0,1.043e-11
4X9N,1,0.03418803418803419,1.0,1.043e-11
4YPV,1,0.03418803418803419,1.0,1.043e-11
5A2B,1,0.03418803418803419,1.0,1.043e-11
5A2C,1,0.03418803418803419,1.0,1.043e-11
5AJT,1,0.03418803418803419,1.0,1.043e-11
5AJU,1,0.03418803418803419,1.0,1.043e-11
5C1S,1,0.03418803418803419,1.0,1.043e-11
5C1T,1,0.03418803418803419,1.0,1.043e-11
5C2O,1,0.03418803418803419,1.0,1.043e-11
5CHZ,1,0.03418803418803419,1.0,1.043e-11
5EID,1,0.03418803418803419,1.0,1.043e-11
5HK8,1,0.03418803418803419,1.0,1.043e-11
5IL9,1,0.03418803418803419,1.0,1.043e-11
5ILA,1,0.03418803418803419,1.0,1.043e-11
5JYK,1,0.03418803418803419,1.0,1.043e-11
5JZX,1,0.03418803418803419,1.0,1.043e-11
5XCN,1,0.03418803418803419,1.0,1.043e-11
5XCP,1,0.03418803418803419,1.0,1.043e-11
5XCW,1,0.03418803418803419,1.0,1.043e-11
5XRC,1,0.03418803418803419,1.0,1.043e-11
5Y09,1,0.03418803418803419,1.0,1.043e-11
5YGV,1,0.03418803418803419,1.0,1.043e-11
5YOH,1,0.03418803418803419,1.0,1.043e-11
5YOI,1,0.03418803418803419,1.0,1.043e-11
5YPD,1,0.03418803418803419,1.0,1.043e-11
5YPJ,1,0.03418803418803419,1.0,1.043e-11
5YWS,1,0.03418803418803419,1.0,1.043e-11
5YWT,1,0.03418803418803419,1.0,1.043e-11
5YXF,1,0.03418803418803419,1.0,1.043e-11
5ZBA,2,0.03418803418803419,1.0,1.043e-11
5ZBB,2,0.03418803418803419,1.0,1.043e-11
6A4V,1,0.03418803418803419,1.0,1.043e-11
6AIF,1,0.03418803418803419,1.0,1.043e-11
6ALM,1,0.03418803418803419,1.0,1.043e-11
6ALN,1,0.03418803418803419,1.0,1.043e-11
6ALO,1,0.03418803418803419,1.0,1.043e-11
6ALP,1,0.03418803418803419,1.0,1.043e-11
6ALQ,1,0.03418803418803419,1.0,1.043e-11
6ALR,1,0.03418803418803419,1.0,1.043e-11
6BNT,1,0.03418803418803419,1.0,1.043e-11
6CF1,1,0.03418803418803419,1.0,1.043e-11
6DDN,1,0.03418803418803419,1.0,1.043e-11
6HV6,1,0.03418803418803419,1.0,1.043e-11
6ISK,1,0.03418803418803419,1.0,1.043e-11
6ISL,1,0.03418803418803419,1.0,1.043e-11
6IX2,1,0.03418803418803419,1.0,1.043e-11
6JCI,1,0.03418803418803419,1.0,1.043e-11
6JYM,1,0.03418803418803419,1.0,1.043e-11
6LKC,1,0.03418803418803419,1.0,1.043e-11
6MWY,1,0.03418803418803419,1.0,1.043e-11
6MYL,1,0.03418803418803419,1.0,1.043e-11
6N0T,1,0.03418803418803419,1.0,1.043e-11
6O09,1,0.03418803418803419,1.0,1.043e-11
6UE0,1,0.03418803418803419,1.0,1.043e-11
6WYM,1,0.03418803418803419,1.0,1.043e-11
6WYN,1,0.03418803418803419,1.0,1.043e-11
7C35,1,0.03418803418803419,1.0,1.043e-11
7C8E,1,0.03418803418803419,1.0,1.043e-11
7CD5,2,0.03418803418803419,1.0,1.043e-11
7CM8,1,0.03418803418803419,1.0,1.043e-11
7DJQ,2,0.03418803418803419,1.0,1.043e-11
7DLH,1,0.03418803418803419,1.0,1.043e-11
7DV7,1,0.03418803418803419,1.0,1.043e-11
7DVJ,1,0.03418803418803419,1.0,1.043e-11
7DVZ,1,0.03418803418803419,1.0,1.043e-11
7DW8,1,0.03418803418803419,1.0,1.043e-11
7DWA,1,0.03418803418803419,1.0,1.043e-11
7EWO,1,0.03418803418803419,1.0,1.043e-11
7FFA,1,0.03418803418803419,1.0,1.043e-11
7FFC,1,0.03418803418803419,1.0,1.043e-11
7FFG,1,0.03418803418803419,1.0,1.043e-11
7FFH,1,0.03418803418803419,1.0,1.043e-11
7FFI,1,0.03418803418803419,1.0,1.043e-11
7M4S,1,0.03418803418803419,1.0,1.043e-11
7N7V,1,0.03418803418803419,1.0,1.043e-11
7OQ6,1,0.03418803418803419,1.0,1.043e-11
7SGY,1,0.03418803418803419,1.0,1.043e-11
7T7T,1,0.03418803418803419,1.0,1.043e-11
7W16,1,0.03418803418803419,1.0,1.043e-11
7XBA,1,0.03418803418803419,1.0,1.043e-11
7YSK,1,0.03418803418803419,1.0,1.043e-11
7YSL,1,0.03418803418803419,1.0,1.043e-11
8ESF,1,0.03418803418803419,1.0,1.043e-11
8G6C,1,0.03418803418803419,1.0,1.043e-11
8G8V,1,0.03418803418803419,1.0,1.043e-11
8HCC,1,0.03418803418803419,1.0,1.043e-11
8HCD,1,0.03418803418803419,1.0,1.043e-11
8HDU,1,0.03418803418803419,1.0,1.043e-11
8HDV,1,0.03418803418803419,1.0,1.043e-11
8HP5,1,0.03418803418803419,1.0,1.043e-11
8HP6,1,0.03418803418803419,1.0,1.043e-11
8HP7,1,0.03418803418803419,1.0,1.043e-11
8J1W,1,0.03418803418803419,1.0,1.043e-11
8J1X,1,0.03418803418803419,1.0,1.043e-11
8J98,1,0.03418803418803419,1.0,1.043e-11
8JPA,1,0.03418803418803419,1.0,1.043e-11
8JW3,1,0.03418803418803419,1.0,1.043e-11
8SNI,1,0.03418803418803419,1.0,1.043e-11
8T4R,1,0.03418803418803419,1.0,1.043e-11
8TCC,1,0.03418803418803419,1.0,1.043e-11
8W8H,1,0.03418803418803419,1.0,1.043e-11
8XIZ,1,0.03418803418803419,1.0,1.043e-11
8Z59,1,0.03418803418803419,1.0,1.043e-11
9BHY,1,0.03418803418803419,1.0,1.043e-11
9BHZ,1,0.03418803418803419,1.0,1.043e-11
9EQF,1,0.03418803418803419,1.0,1.043e-11
9JOM,1,0.03418803418803419,1.0,1.043e-11
9JOO,1,0.03418803418803419,1.0,1.043e-11
9JOS,1,0.03418803418803419,1.0,1.043e-11
9JP2,1,0.03418803418803419,1.0,1.043e-11
9JP3,1,0.03418803418803419,1.0,1.043e-11
9KS0,1,0.03418803418803419,1.0,1.043e-11
9KS0,2,0.03418803418803419,1.0,1.043e-11
9L5Q,1,0.03418803418803419,1.0,1.043e-11
3UL5,1,0.03276353276353276,1.0,3.285e-11
3UL6,1,0.03276353276353276,1.0,3.285e-11
4KML,1,0.03276353276353276,1.0,3.285e-11
4D0U,1,0.03133903133903134,1.0,5.827e-11
4D1F,1,0.03133903133903134,1.0,5.827e-11
4D1G,1,0.03133903133903134,1.0,5.827e-11
4H5Y,1,0.03133903133903134,1.0,5.827e-11
4UMI,1,0.03133903133903134,1.0,5.827e-11
5FLD,1,0.03133903133903134,1.0,5.827e-11
5N83,1,0.03133903133903134,1.0,5.827e-11
5N8D,1,0.03133903133903134,1.0,5.827e-11
5NBH,1,0.03133903133903134,1.0,5.827e-11
5NC1,1,0.03133903133903134,1.0,5.827e-11
3P2M,1,0.029914529914529916,1.0,1.375e-10
3UDS,1,0.029914529914529916,1.0,1.375e-10
3UDT,1,0.029914529914529916,1.0,1.375e-10
3UDZ,1,0.029914529914529916,1.0,1.375e-10
4D0V,1,0.029914529914529916,1.0,1.375e-10
4F6C,1,0.029914529914529916,1.0,1.375e-10
4LV7,1,0.029914529914529916,1.0,1.375e-10
4MSX,1,0.029914529914529916,1.0,1.375e-10
4U3A,1,0.029914529914529916,1.0,1.375e-10
4U5I,1,0.029914529914529916,1.0,1.375e-10
4U5K,1,0.029914529914529916,1.0,1.375e-10
5BYW,1,0.029914529914529916,1.0,1.375e-10
5ZFM,1,0.029914529914529916,1.0,1.375e-10
5ZI0,1,0.029914529914529916,1.0,1.375e-10
6DJ6,1,0.029914529914529916,1.0,1.375e-10
6DKE,1,0.029914529914529916,1.0,1.375e-10
6ERD,1,0.029914529914529916,1.0,1.375e-10
6ERD,2,0.029914529914529916,1.0,1.375e-10
6NOK,1,0.029914529914529916,1.0,1.375e-10
6NR1,1,0.029914529914529916,1.0,1.375e-10
8HHE,1,0.029914529914529916,1.0,1.375e-10
9O6B,1,0.029914529914529916,1.0,1.375e-10
3MBO,1,0.027065527065527065,1.0,5.74e-10
6EY2,1,0.027065527065527065,1.0,4.314e-10
5K52,1,0.02564102564102564,1.0,1.351e-09
5K53,1,0.02564102564102564,1.0,1.351e-09
7T5K,1,0.02564102564102564,1.0,1.351e-09
7T5Y,1,0.02564102564102564,1.0,1.351e-09
7T6C,1,0.02564102564102564,1.0,1.351e-09
7T6H,1,0.02564102564102564,1.0,1.351e-09
8YC1,1,0.02564102564102564,1.0,1.351e-09
3QWY,1,0.024216524216524215,1.0,2.389e-09
9KP3,1,0.022792022792022793,1.0,4.222e-09
9LEH,1,0.022792022792022793,1.0,4.222e-09
9LEI,1,0.022792022792022793,1.0,4.222e-09
2WST,1,0.021367521367521368,1.0,9.914e-09
2WSU,1,0.021367521367521368,1.0,9.914e-09
2WSV,1,0.021367521367521368,1.0,9.914e-09
2WT0,1,0.021367521367521368,1.0,9.914e-09
2WT1,1,0.021367521367521368,1.0,9.914e-09
2WT2,1,0.021367521367521368,1.0,9.914e-09
3I65,1,0.021367521367521368,1.0,9.914e-09
3I68,1,0.021367521367521368,1.0,9.914e-09
3I6R,1,0.021367521367521368,1.0,9.914e-09
3O8A,1,0.021367521367521368,1.0,9.914e-09
5BOO,1,0.021367521367521368,1.0,9.914e-09
13QX,1,0.9957264957264957,0.997,2.29e-243
7CJD,1,0.8931623931623932,0.996,2.534e-218
7D47,1,0.8931623931623932,0.996,2.534e-218
8JUX,1,0.8931623931623932,0.996,2.534e-218
9F7P,1,0.8931623931623932,0.996,2.534e-218
9F7Q,1,0.8931623931623932,0.996,2.534e-218
9F7R,1,0.8931623931623932,0.996,2.534e-218
6XA9,1,0.8917378917378918,0.996,4.758e-218
6XAA,1,0.8917378917378918,0.996,4.758e-218
6W9C,1,0.8888888888888888,0.996,2.299e-217
6WZU,1,0.8888888888888888,0.996,2.299e-217
7JIW,1,0.8888888888888888,0.996,2.299e-217
7JN2,1,0.8888888888888888,0.996,2.299e-217
7JRN,1,0.8888888888888888,0.996,2.299e-217
7KOL,1,0.8888888888888888,0.996,2.299e-217
7LBR,1,0.8888888888888888,0.996,2.299e-217
7LBS,1,0.8888888888888888,0.996,2.299e-217
7LLF,1,0.8888888888888888,0.996,2.299e-217
7LLZ,1,0.8888888888888888,0.996,2.299e-217
7LOS,1,0.8888888888888888,0.996,2.299e-217
7NFV,1,0.8888888888888888,0.996,2.299e-217
7NT4,1,0.8888888888888888,0.996,2.299e-217
7OFS,1,0.8888888888888888,0.996,2.299e-217
7OFT,1,0.8888888888888888,0.996,2.299e-217
7OFU,1,0.8888888888888888,0.996,2.299e-217
7QCG,1,0.8888888888888888,0.996,2.299e-217
7QCH,1,0.8888888888888888,0.996,2.299e-217
7QCI,1,0.8888888888888888,0.996,2.299e-217
7QCJ,1,0.8888888888888888,0.996,2.299e-217
7QCK,1,0.8888888888888888,0.996,2.299e-217
7QCM,1,0.8888888888888888,0.996,2.299e-217
7RZC,1,0.8888888888888888,0.996,2.299e-217
7SDR,1,0.8888888888888888,0.996,2.299e-217
7SGW,1,0.8888888888888888,0.996,2.299e-217
7UV5,1,0.8888888888888888,0.996,2.299e-217
8CX9,1,0.8888888888888888,0.996,2.299e-217
8FWO,1,0.8888888888888888,0.996,2.299e-217
8G62,1,0.8888888888888888,0.996,2.299e-217
8IHO,1,0.8888888888888888,0.996,2.299e-217
8UOB,1,0.8888888888888888,0.996,2.299e-217
8UUF,1,0.8888888888888888,0.996,2.299e-217
8UUG,1,0.8888888888888888,0.996,2.299e-217
8UUH,1,0.8888888888888888,0.996,2.299e-217
8UUU,1,0.8888888888888888,0.996,2.299e-217
8UUV,1,0.8888888888888888,0.996,2.299e-217
8UUW,1,0.8888888888888888,0.996,2.299e-217
8UUY,1,0.8888888888888888,0.996,2.299e-217
8UVM,1,0.8888888888888888,0.996,2.299e-217
8Z4W,1,0.8888888888888888,0.996,2.299e-217
9BF8,1,0.8888888888888888,0.996,2.299e-217
9D2K,1,0.8888888888888888,0.996,2.299e-217
9DNU,1,0.8888888888888888,0.996,2.299e-217
9DNV,1,0.8888888888888888,0.996,2.299e-217
9DO1,1,0.8888888888888888,0.996,2.299e-217
9DO3,1,0.8888888888888888,0.996,2.299e-217
9DO5,1,0.8888888888888888,0.996,2.299e-217
9DOI,1,0.8888888888888888,0.996,2.299e-217
9HHG,1,0.8888888888888888,0.996,2.299e-217
9HHI,1,0.8888888888888888,0.996,2.299e-217
9Z0D,1,0.8888888888888888,0.996,2.299e-217
9OR4,1,0.886039886039886,0.996,1.111e-216
9VAO,1,0.886039886039886,0.996,1.111e-216
9PUH,1,0.8831908831908832,0.996,5.369e-216
6WUU,1,0.8931623931623932,0.993,2.534e-218
6WX4,1,0.8931623931623932,0.993,2.534e-218
8EUA,1,0.8931623931623932,0.993,2.534e-218
9BRX,1,0.8931623931623932,0.993,2.534e-218
7CMD,1,0.8903133903133903,0.993,1.224e-217
9BRW,1,0.8903133903133903,0.993,1.224e-217
9PUY,1,0.8903133903133903,0.993,1.224e-217
9PV6,1,0.8903133903133903,0.993,1.224e-217
9PV9,1,0.8903133903133903,0.993,1.224e-217
9PVI,1,0.8903133903133903,0.993,1.224e-217
9PVK,1,0.8903133903133903,0.993,1.224e-217
9Z0C,1,0.8903133903133903,0.993,1.224e-217
9Z6B,1,0.8903133903133903,0.993,1.224e-217
9Z6C,1,0.8903133903133903,0.993,1.224e-217
8VEC,1,0.8888888888888888,0.993,3.151e-217
9VWY,1,0.8803418803418803,0.993,2.595e-215
7D6H,1,0.896011396011396,0.99,5.243e-219
9BRV,1,0.8945868945868946,0.99,9.845e-219
9F7S,1,0.8888888888888888,0.99,4.318e-217
9F7T,1,0.8888888888888888,0.99,4.318e-217
9F7U,1,0.8774928774928775,0.981,1.718e-214
9F7Y,1,0.8774928774928775,0.981,1.718e-214
5JZV,1,0.037037037037037035,0.972,4.403e-12
7ENY,1,0.037037037037037035,0.972,4.403e-12
7P99,1,0.037037037037037035,0.972,4.403e-12
9LH4,1,0.03561253561253561,0.972,5.869e-12
5CCU,1,0.03561253561253561,0.971,7.823e-12
5J14,1,0.03561253561253561,0.971,7.823e-12
5J7Z,1,0.03561253561253561,0.971,7.823e-12
8UEN,1,0.03561253561253561,0.971,7.823e-12
8URA,1,0.03561253561253561,0.971,7.823e-12
8URO,1,0.03561253561253561,0.971,7.823e-12
4NV7,1,0.03133903133903134,0.97,7.759e-11
4NV8,1,0.03133903133903134,0.97,7.759e-11
2FI7,1,0.029914529914529916,0.97,1.033e-10
9M82,1,0.024216524216524215,0.967,1.797e-09
8WDF,1,0.018518518518518517,0.964,5.451e-08
3O5S,1,0.009971509971509971,0.964,3.808e-06
3I2E,1,0.009971509971509971,0.961,2.871e-06
3I4A,1,0.009971509971509971,0.961,2.871e-06
3P8E,1,0.009971509971509971,0.961,2.871e-06
3P8P,1,0.009971509971509971,0.961,2.871e-06
9PUJ,1,0.9287749287749287,0.951,6.063e-227
9JOF,1,0.037037037037037035,0.945,2.476e-12
9JOG,1,0.037037037037037035,0.945,2.476e-12
9JOH,1,0.037037037037037035,0.945,2.476e-12
3KVO,1,0.037037037037037035,0.944,4.403e-12
4ZCK,1,0.03561253561253561,0.944,5.869e-12
5DH0,1,0.03561253561253561,0.944,5.869e-12
